territorycode,netivcamt,standardized
East,638.6,-0.138811129
East,638.74,-0.138771809
East,638.9,-0.138726871
East,639.2,-0.138642613
East,639.41,-0.138583632
East,639.6,-0.138530268
East,639.68,-0.1385078
East,639.85,-0.138460053
East,640,-0.138417924
East,640.08,-0.138395455
East,640.5,-0.138277494
East,640.8,-0.138193235
East,641,-0.138137063
East,641.4,-0.138024719
East,641.6,-0.137968547
East,641.76,-0.137923609
East,642.48,-0.137721389
East,642.8,-0.137631514
East,642.96,-0.137586576
East,643,-0.137575341
East,643.2,-0.137519169
East,643.6,-0.137406825
East,643.68,-0.137384356
East,643.72,-0.137373122
East,644,-0.13729448
East,644.1,-0.137266394
East,644.2,-0.137238308
East,644.56,-0.137137198
East,644.6,-0.137125964
East,645,-0.13701362
East,645.1,-0.136985533
East,645.26,-0.136940596
East,645.5,-0.136873189
East,645.68,-0.136822634
East,646,-0.136732759
East,646.8,-0.13650807
East,646.89,-0.136482792
East,647.3,-0.13636764
East,648,-0.136171037
East,648.3,-0.136086779
East,648.72,-0.135968817
East,648.8,-0.135946348
East,649.05,-0.135876133
East,649.5,-0.135749746
East,649.7,-0.135693573
East,650.2,-0.135553143
East,650.25,-0.1355391
East,650.5,-0.135468885
East,650.6,-0.135440799
East,650.87,-0.135364966
East,651.14,-0.135289134
East,651.2,-0.135272282
East,651.3,-0.135244196
East,651.52,-0.135182407
East,651.9,-0.135075679
East,652,-0.135047593
East,652.56,-0.134890311
East,652.68,-0.134856608
East,652.8,-0.134822905
East,652.84,-0.13481167
East,653,-0.134766732
East,653.82,-0.134536426
East,654,-0.134485871
East,654.54,-0.134334207
East,654.65,-0.134303312
East,655,-0.134205011
East,655.2,-0.134148838
East,655.47,-0.134073006
East,655.8,-0.133980322
East,655.85,-0.133966279
East,655.92,-0.133946619
East,655.98,-0.133929767
East,656,-0.13392415
East,656.1,-0.133896064
East,656.24,-0.133856743
East,656.4,-0.133811805
East,656.6,-0.133755633
East,656.8,-0.133699461
East,657.14,-0.133603968
East,657.28,-0.133564648
East,657.3,-0.133559031
East,657.6,-0.133474772
East,658,-0.133362428
East,658.22,-0.133300638
East,658.44,-0.133238849
East,658.8,-0.133137739
East,658.84,-0.133126505
East,659.3,-0.132997309
East,659.8,-0.132856878
East,659.95,-0.132814749
East,660,-0.132800706
East,660.09,-0.132775429
East,660.2,-0.132744534
East,660.24,-0.132733299
East,660.36,-0.132699596
East,660.39,-0.13269117
East,660.4,-0.132688362
East,660.48,-0.132665893
East,660.5,-0.132660276
East,660.78,-0.132581635
East,660.9,-0.132547931
East,661,-0.132519845
East,661.15,-0.132477716
East,661.23,-0.132455247
East,661.6,-0.132351329
East,661.7,-0.132323243
East,662,-0.132238984
East,662.1,-0.132210898
East,662.17,-0.132191238
East,662.6,-0.132070468
East,663,-0.131958123
East,663.2,-0.131901951
East,663.88,-0.131710966
East,663.9,-0.131705349
East,664,-0.131677262
East,664.5,-0.131536832
East,664.6,-0.131508746
East,664.72,-0.131475043
East,665.08,-0.131373933
East,665.1,-0.131368315
East,665.4,-0.131284057
East,666.9,-0.130862766
East,667,-0.13083468
East,667.5,-0.130694249
East,667.52,-0.130688632
East,667.7,-0.130638077
East,668,-0.130553819
East,668.25,-0.130483604
East,668.37,-0.1304499
East,668.4,-0.130441475
East,668.9,-0.130301044
East,669,-0.130272958
East,669.2,-0.130216786
East,669.36,-0.130171848
East,669.5,-0.130132528
East,669.8,-0.130048269
East,670,-0.129992097
East,670.5,-0.129851667
East,670.92,-0.129733705
East,671,-0.129711236
East,671.6,-0.12954272
East,671.87,-0.129466887
East,672,-0.129430375
East,672.32,-0.1293405
East,672.84,-0.129194452
East,673.2,-0.129093342
East,673.38,-0.129042787
East,673.4,-0.12903717
East,674.4,-0.128756309
East,674.52,-0.128722606
East,674.63,-0.128691711
East,675,-0.128587793
East,675.33,-0.128495108
East,675.8,-0.128363104
East,675.89,-0.128337826
East,676,-0.128306932
East,676.3,-0.128222673
East,676.5,-0.128166501
East,676.8,-0.128082243
East,677.2,-0.127969899
East,677.26,-0.127953047
East,677.34,-0.127930578
East,677.5,-0.12788564
East,677.69,-0.127832277
East,677.92,-0.127767679
East,678.2,-0.127689038
East,678.3,-0.127660952
East,678.6,-0.127576693
East,678.8,-0.127520521
East,679.76,-0.127250895
East,679.8,-0.12723966
East,679.81,-0.127236852
East,680,-0.127183488
East,680.51,-0.127040249
East,680.8,-0.126958799
East,681.2,-0.126846455
East,682,-0.126621766
East,682.1,-0.12659368
East,682.31,-0.126534699
East,682.4,-0.126509422
East,682.44,-0.126498187
East,682.59,-0.126456058
East,683.1,-0.126312819
East,683.41,-0.126225752
East,683.6,-0.126172389
East,683.76,-0.126127451
East,684,-0.126060044
East,684.63,-0.125883102
East,684.64,-0.125880293
East,684.76,-0.12584659
East,685.1,-0.125751097
East,685.5,-0.125638753
East,685.74,-0.125571346
East,685.79,-0.125557303
East,685.9,-0.125526409
East,686,-0.125498323
East,686.2,-0.12544215
East,686.6,-0.125329806
East,686.9,-0.125245548
East,687,-0.125217462
East,687.4,-0.125105117
East,687.5,-0.125077031
East,687.76,-0.125004007
East,687.9,-0.124964687
East,688.8,-0.124711912
East,689,-0.12465574
East,689.6,-0.124487223
East,689.8,-0.124431051
East,690.09,-0.124349602
East,690.18,-0.124324324
East,690.26,-0.124301855
East,690.4,-0.124262535
East,690.55,-0.124220406
East,690.8,-0.12415019
East,690.9,-0.124122104
East,691,-0.124094018
East,691.15,-0.124051889
East,691.2,-0.124037846
East,691.24,-0.124026612
East,691.4,-0.123981674
East,691.7,-0.123897416
East,691.74,-0.123886181
East,692.25,-0.123742942
East,692.36,-0.123712047
East,692.4,-0.123700813
East,692.72,-0.123610937
East,693.6,-0.12336378
East,693.7,-0.123335694
East,693.8,-0.123307608
East,693.87,-0.123287947
East,694,-0.123251435
East,694.1,-0.123223349
East,694.5,-0.123111005
East,694.8,-0.123026747
East,695,-0.122970575
East,695.12,-0.122936871
East,695.46,-0.122841379
East,695.5,-0.122830144
East,696,-0.122689714
East,696.15,-0.122647585
East,696.23,-0.122625116
East,697,-0.122408853
East,697.6,-0.122240336
East,697.7,-0.12221225
East,698,-0.122127992
East,698.4,-0.122015648
East,698.7,-0.121931389
East,699,-0.121847131
East,699.4,-0.121734787
East,699.6,-0.121678614
East,699.9,-0.121594356
East,700.14,-0.12152695
East,700.22,-0.121504481
East,700.68,-0.121375285
East,700.88,-0.121319112
East,701,-0.121285409
East,701.19,-0.121232046
East,701.5,-0.121144979
East,702,-0.121004548
East,702.6,-0.120836032
East,702.65,-0.120821989
East,702.72,-0.120802328
East,703.05,-0.120709644
East,703.17,-0.120675941
East,703.29,-0.120642238
East,703.44,-0.120600109
East,703.46,-0.120594491
East,703.5,-0.120583257
East,703.8,-0.120498999
East,703.89,-0.120473721
East,704.13,-0.120406315
East,704.4,-0.120330482
East,704.41,-0.120327673
East,705,-0.120161966
East,705.3,-0.120077707
East,705.5,-0.120021535
East,705.9,-0.119909191
East,705.96,-0.119892339
East,706,-0.119881105
East,706.2,-0.119824932
East,706.35,-0.119782803
East,706.5,-0.119740674
East,706.8,-0.119656416
East,707,-0.119600244
East,707.12,-0.11956654
East,707.56,-0.119442962
East,707.67,-0.119412067
East,707.75,-0.119389598
East,707.8,-0.119375555
East,707.89,-0.119350278
East,708,-0.119319383
East,708.6,-0.119150866
East,708.9,-0.119066608
East,708.96,-0.119049756
East,709.1,-0.119010436
East,709.2,-0.11898235
East,709.45,-0.118912135
East,709.5,-0.118898092
East,709.74,-0.118830685
East,710,-0.118757661
East,710.2,-0.118701489
East,710.45,-0.118631274
East,710.72,-0.118555441
East,711.14,-0.11843748
East,711.15,-0.118434671
East,712.25,-0.118125724
East,712.46,-0.118066743
East,712.88,-0.117948782
East,713.9,-0.117662304
East,714,-0.117634217
East,714.2,-0.117578045
East,714.4,-0.117521873
East,715,-0.117353357
East,715.2,-0.117297184
East,715.3,-0.117269098
East,715.4,-0.117241012
East,716,-0.117072496
East,716.24,-0.117005089
East,716.26,-0.116999472
East,716.72,-0.116870276
East,716.9,-0.116819721
East,717,-0.116791635
East,717.18,-0.11674108
East,717.22,-0.116729845
East,717.51,-0.116648396
East,718,-0.116510774
East,718.3,-0.116426516
East,718.4,-0.116398429
East,718.83,-0.116277659
East,719,-0.116229913
East,719.1,-0.116201827
East,719.4,-0.116117569
East,720,-0.115949052
East,720.9,-0.115696277
East,721.16,-0.115623253
East,722,-0.11538733
East,722.65,-0.115204771
East,722.7,-0.115190728
East,723.1,-0.115078383
East,723.18,-0.115055914
East,723.2,-0.115050297
East,723.5,-0.114966039
East,724.4,-0.114713264
East,725,-0.114544748
East,726.49,-0.114126265
East,726.58,-0.114100987
East,727.31,-0.113895959
East,727.32,-0.11389315
East,727.65,-0.113800466
East,728,-0.113702165
East,728.15,-0.113660036
East,728.5,-0.113561734
East,728.7,-0.113505562
East,729,-0.113421304
East,729.6,-0.113252787
East,729.72,-0.113219084
East,729.8,-0.113196615
East,729.9,-0.113168529
East,730.32,-0.113050568
East,730.5,-0.113000013
East,730.8,-0.112915754
East,730.84,-0.11290452
East,731,-0.112859582
East,731.1,-0.112831496
East,731.75,-0.112648936
East,732.27,-0.112502889
East,732.4,-0.112466377
East,732.56,-0.112421439
East,732.9,-0.112325946
East,733.4,-0.112185516
East,733.6,-0.112129344
East,734.2,-0.111960827
East,734.31,-0.111929933
East,734.51,-0.11187376
East,735,-0.111736139
East,735.95,-0.111469321
East,736,-0.111455278
East,736.41,-0.111340125
East,736.68,-0.111264292
East,737.6,-0.1110059
East,737.8,-0.110949728
East,738.22,-0.110831766
East,739.02,-0.110607078
East,739.2,-0.110556523
East,739.8,-0.110388006
East,740.14,-0.110292514
East,740.34,-0.110236341
East,740.5,-0.110191404
East,741.2,-0.109994801
East,741.6,-0.109882457
East,741.72,-0.109848753
East,742,-0.109770112
East,742.32,-0.109680237
East,743.1,-0.109461165
East,743.99,-0.109211199
East,744.2,-0.109152218
East,744.74,-0.109000553
East,745.5,-0.108787099
East,745.7,-0.108730927
East,745.8,-0.108702841
East,745.84,-0.108691606
East,746.58,-0.108483769
East,746.6,-0.108478152
East,746.8,-0.10842198
East,747.12,-0.108332104
East,747.5,-0.108225377
East,747.52,-0.10821976
East,748,-0.108084947
East,748.7,-0.107888344
East,748.8,-0.107860258
East,748.9,-0.107832172
East,748.98,-0.107809703
East,749.5,-0.107663655
East,749.75,-0.10759344
East,749.83,-0.107570971
East,749.86,-0.107562546
East,750,-0.107523225
East,750.16,-0.107478287
East,750.5,-0.107382795
East,751.6,-0.107073848
East,752.3,-0.106877245
East,752.5,-0.106821073
East,752.6,-0.106792987
East,752.62,-0.106787369
East,752.76,-0.106748049
East,753.1,-0.106652556
East,753.3,-0.106596384
East,753.4,-0.106568298
East,753.78,-0.106461571
East,754.7,-0.106203179
East,755,-0.106118921
East,755.04,-0.106107686
East,755.52,-0.105972873
East,755.6,-0.105950404
East,755.76,-0.105905466
East,755.8,-0.105894232
East,756,-0.10583806
East,756.3,-0.105753801
East,756.9,-0.105585285
East,757,-0.105557199
East,757.54,-0.105405534
East,757.58,-0.105394299
East,758.16,-0.1052314
East,758.29,-0.105194888
East,758.6,-0.105107821
East,758.7,-0.105079735
East,758.75,-0.105065692
East,759.3,-0.104911219
East,759.35,-0.104897176
East,760,-0.104714616
East,760.25,-0.104644401
East,760.3,-0.104630358
East,760.34,-0.104619123
East,760.39,-0.10460508
East,761,-0.104433755
East,761.1,-0.104405669
East,761.2,-0.104377583
East,761.89,-0.104183789
East,762.19,-0.104099531
East,762.6,-0.103984378
East,762.8,-0.103928206
East,763.5,-0.103731603
East,764,-0.103591172
East,765,-0.103310312
East,765.33,-0.103217627
East,765.5,-0.103169881
East,765.64,-0.103130561
East,766,-0.103029451
East,766.2,-0.102973278
East,766.28,-0.10295081
East,766.4,-0.102917106
East,766.5,-0.10288902
East,766.8,-0.102804762
East,766.93,-0.10276825
East,766.96,-0.102759824
East,767.4,-0.102636245
East,768.6,-0.102299212
East,769.2,-0.102130696
East,769.25,-0.102116653
East,769.5,-0.102046437
East,769.6,-0.102018351
East,769.8,-0.101962179
East,770,-0.101906007
East,770.4,-0.101793663
East,770.6,-0.10173749
East,770.74,-0.10169817
East,770.9,-0.101653232
East,771,-0.101625146
East,771.25,-0.101554931
East,771.4,-0.101512802
East,771.52,-0.101479098
East,771.8,-0.101400457
East,772.47,-0.101212281
East,773,-0.101063424
East,773.6,-0.100894908
East,774,-0.100782563
East,774.29,-0.100701114
East,775,-0.100501703
East,775.2,-0.10044553
East,775.49,-0.100364081
East,776.1,-0.100192756
East,776.35,-0.10012254
East,776.84,-0.099984918
East,777,-0.099939981
East,777.06,-0.099923129
East,777.12,-0.099906277
East,777.6,-0.099771464
East,777.9,-0.099687206
East,778.01,-0.099656311
East,778.1,-0.099631034
East,778.2,-0.099602948
East,778.24,-0.099591713
East,778.25,-0.099588905
East,778.3,-0.099574862
East,778.72,-0.0994569
East,778.8,-0.099434431
East,779.56,-0.099220977
East,779.72,-0.099176039
East,780,-0.099097398
East,780.2,-0.099041226
East,780.3,-0.09901314
East,781.79,-0.098594657
East,782,-0.098535676
East,782.36,-0.098434566
East,782.55,-0.098381203
East,782.9,-0.098282901
East,784,-0.097973954
East,784.41,-0.097858801
East,784.8,-0.097749266
East,785.7,-0.097496491
East,786.48,-0.097277419
East,786.55,-0.097257759
East,786.6,-0.097243716
East,786.8,-0.097187544
East,786.92,-0.097153841
East,787.5,-0.096990941
East,788,-0.096850511
East,788.38,-0.096743784
East,788.4,-0.096738166
East,790.04,-0.096277555
East,790.12,-0.096255086
East,790.38,-0.096182062
East,790.8,-0.0960641
East,791.43,-0.095887158
East,791.5,-0.095867498
East,791.98,-0.095732684
East,793.5,-0.095305776
East,794.2,-0.095109173
East,794.9,-0.094912571
East,795.8,-0.094659796
East,796.5,-0.094463193
East,797.3,-0.094238504
East,797.6,-0.094154246
East,797.7,-0.09412616
East,798,-0.094041902
East,798.2,-0.09398573
East,798.36,-0.093940792
East,798.4,-0.093929557
East,799,-0.093761041
East,799.1,-0.093732955
East,799.8,-0.093536352
East,800,-0.09348018
East,800.2,-0.093424008
East,800.4,-0.093367836
East,801.7,-0.093002716
East,802.4,-0.092806114
East,802.44,-0.092794879
East,802.91,-0.092662875
East,803.2,-0.092581425
East,803.74,-0.09242976
East,804,-0.092356736
East,804.2,-0.092300564
East,804.6,-0.09218822
East,805,-0.092075876
East,805.2,-0.092019703
East,805.26,-0.092002852
East,805.89,-0.091825909
East,806,-0.091795015
East,806.3,-0.091710756
East,806.37,-0.091691096
East,806.6,-0.091626498
East,807,-0.091514154
East,807.4,-0.091401809
East,807.5,-0.091373723
East,807.74,-0.091306317
East,807.96,-0.091244527
East,808.2,-0.091177121
East,809.07,-0.090932772
East,809.4,-0.090840088
East,809.6,-0.090783915
East,810.1,-0.090643485
East,810.36,-0.090570461
East,810.42,-0.090553609
East,810.6,-0.090503054
East,811.84,-0.090154787
East,812.16,-0.090064911
East,812.2,-0.090053677
East,812.9,-0.089857074
East,814.4,-0.089435783
East,815.03,-0.089258841
East,815.4,-0.089154922
East,815.41,-0.089152114
East,816,-0.088986406
East,816.3,-0.088902147
East,816.48,-0.088851592
East,816.6,-0.088817889
East,816.8,-0.088761717
East,817.2,-0.088649373
East,817.56,-0.088548263
East,817.6,-0.088537028
East,817.96,-0.088435918
East,818,-0.088424684
East,818.1,-0.088396598
East,819.18,-0.088093268
East,820,-0.087862962
East,820.16,-0.087818024
East,820.7,-0.087666359
East,820.8,-0.087638273
East,821,-0.087582101
East,821.6,-0.087413585
East,821.64,-0.08740235
East,821.82,-0.087351795
East,822,-0.08730124
East,822.54,-0.087149575
East,824.25,-0.086669303
East,824.5,-0.086599088
East,825.06,-0.086441806
East,825.12,-0.086424954
East,825.4,-0.086346313
East,825.6,-0.086290141
East,825.9,-0.086205883
East,826.56,-0.086020515
East,827,-0.085896936
East,827.2,-0.085840764
East,827.3,-0.085812677
East,827.66,-0.085711568
East,827.9,-0.085644161
East,828,-0.085616075
East,828.05,-0.085602032
East,828.6,-0.085447558
East,829.05,-0.085321171
East,829.3,-0.085250956
East,829.4,-0.08522287
East,830,-0.085054353
East,830.4,-0.084942009
East,830.5,-0.084913923
East,831.44,-0.084649913
East,832.4,-0.084380287
East,832.5,-0.084352201
East,833.7,-0.084015168
East,834,-0.083930909
East,835,-0.083650049
East,835.5,-0.083509618
East,836.04,-0.083357953
East,836.7,-0.083172585
East,836.9,-0.083116413
East,837,-0.083088327
East,837.6,-0.08291981
East,838.8,-0.082582777
East,839,-0.082526605
East,839.16,-0.082481667
East,839.75,-0.082315959
East,840.18,-0.082195189
East,840.5,-0.082105314
East,840.96,-0.081976118
East,841.14,-0.081925563
East,841.6,-0.081796367
East,842,-0.081684022
East,842.4,-0.081571678
East,843,-0.081403161
East,843.9,-0.081150386
East,844.05,-0.081108257
East,844.16,-0.081077363
East,844.4,-0.081009956
East,844.57,-0.08096221
East,844.7,-0.080925698
East,845.4,-0.080729095
East,845.58,-0.08067854
East,845.7,-0.080644837
East,845.82,-0.080611134
East,846.18,-0.080510024
East,846.4,-0.080448234
East,846.88,-0.080313421
East,847,-0.080279718
East,847.1,-0.080251632
East,847.11,-0.080248823
East,847.2,-0.080223546
East,847.8,-0.080055029
East,848,-0.079998857
East,848.8,-0.079774168
East,849.2,-0.079661824
East,850,-0.079437135
East,851,-0.079156274
East,851.4,-0.07904393
East,851.51,-0.079013035
East,851.94,-0.078892265
East,852,-0.078875413
East,852.38,-0.078768686
East,852.8,-0.078650724
East,853.3,-0.078510294
East,854.8,-0.078089003
East,855.4,-0.077920486
East,855.64,-0.07785308
East,855.83,-0.077799716
East,855.9,-0.077780056
East,856.4,-0.077639625
East,856.5,-0.077611539
East,857,-0.077471109
East,858,-0.077190248
East,859.56,-0.076752105
East,859.83,-0.076676272
East,859.88,-0.076662229
East,860.04,-0.076617292
East,860.1,-0.07660044
East,860.2,-0.076572354
East,860.3,-0.076544268
East,860.65,-0.076445966
East,861,-0.076347665
East,861.1,-0.076319579
East,861.69,-0.076153871
East,861.81,-0.076120168
East,861.9,-0.07609489
East,862,-0.076066804
East,862.16,-0.076021866
East,864.3,-0.075420824
East,865,-0.075224221
East,865.35,-0.07512592
East,865.48,-0.075089408
East,866.4,-0.074831016
East,866.6,-0.074774844
East,867.15,-0.074620371
East,867.74,-0.074454663
East,868.01,-0.07437883
East,868.39,-0.074272103
East,868.97,-0.074109204
East,869.4,-0.073988434
East,869.56,-0.073943496
East,869.6,-0.073932261
East,869.71,-0.073901367
East,869.8,-0.073876089
East,869.81,-0.073873281
East,870,-0.073819917
East,870.08,-0.073797448
East,870.4,-0.073707573
East,871.2,-0.073482884
East,872,-0.073258195
East,872.4,-0.073145851
East,873.2,-0.072921162
East,873.4,-0.07286499
East,873.6,-0.072808818
East,873.67,-0.072789157
East,873.75,-0.072766689
East,873.96,-0.072707708
East,874.9,-0.072443699
East,875,-0.072415612
East,875.5,-0.072275182
East,876,-0.072134752
East,876.2,-0.072078579
East,877,-0.071853891
East,877.75,-0.071643245
East,878.4,-0.071460685
East,879,-0.071292169
East,879.2,-0.071235997
East,879.4,-0.071179825
East,880.12,-0.070977605
East,880.2,-0.070955136
East,880.24,-0.070943901
East,880.4,-0.070898964
East,880.52,-0.07086526
East,880.85,-0.070772576
East,881.86,-0.070488907
East,882,-0.070449586
East,882.2,-0.070393414
East,882.34,-0.070354093
East,883.02,-0.070163108
